OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,mujets,down_correlated,0,0.0,2.5,70.0,100.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0205967216273 
0,mujets,down_correlated,0,0.0,2.5,200.0,300.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0645320865386 
0,mujets,down_correlated,0,0.0,2.5,300.0,600.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0254090112025 
0,mujets,down_correlated,0,0.0,2.5,140.0,200.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.053798198744 
0,mujets,down_correlated,0,0.0,2.5,50.0,70.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0103526824519 
0,mujets,down_correlated,0,0.0,2.5,20.0,30.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0192351738044 
0,mujets,down_correlated,0,0.0,2.5,600.0,1000.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0403908395709 
0,mujets,down_correlated,0,0.0,2.5,30.0,50.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00643155157445 
0,mujets,down_uncorrelated,1,0.0,2.5,100.0,140.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0658524678941 
0,mujets,down_uncorrelated,1,0.0,2.5,70.0,100.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0184392465637 
0,mujets,down_uncorrelated,1,0.0,2.5,200.0,300.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0533296737052 
0,mujets,down_uncorrelated,1,0.0,2.5,300.0,600.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.049208339046 
0,mujets,down_uncorrelated,1,0.0,2.5,140.0,200.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0797856927163 
0,mujets,down_uncorrelated,1,0.0,2.5,50.0,70.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0125247412443 
0,mujets,down_uncorrelated,1,0.0,2.5,20.0,30.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0288007565084 
0,mujets,down_uncorrelated,1,0.0,2.5,600.0,1000.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.178846886578 
0,mujets,down_uncorrelated,1,0.0,2.5,30.0,50.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00770105589541 
0,mujets,down_uncorrelated,0,0.0,2.5,100.0,140.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0263409879403 
0,mujets,down_uncorrelated,0,0.0,2.5,70.0,100.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00737569862519 
0,mujets,down_uncorrelated,0,0.0,2.5,200.0,300.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0213318691106 
0,mujets,down_uncorrelated,0,0.0,2.5,300.0,600.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0196833354851 
0,mujets,down_uncorrelated,0,0.0,2.5,140.0,200.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.031914277831 
0,mujets,down_uncorrelated,0,0.0,2.5,50.0,70.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00500989668391 
0,mujets,down_uncorrelated,0,0.0,2.5,20.0,30.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0115203025862 
0,mujets,down_uncorrelated,0,0.0,2.5,600.0,1000.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.071538754615 
0,mujets,down_uncorrelated,0,0.0,2.5,30.0,50.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00308042244469 
0,mujets,up_correlated,1,0.0,2.5,100.0,140.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0870448210451 
0,mujets,up_correlated,1,0.0,2.5,70.0,100.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.051491804068 
0,mujets,up_correlated,1,0.0,2.5,200.0,300.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.161330219963 
0,mujets,up_correlated,1,0.0,2.5,300.0,600.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0635225277482 
0,mujets,up_correlated,1,0.0,2.5,140.0,200.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.134495502296 
0,mujets,up_correlated,1,0.0,2.5,50.0,70.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0258817063549 
0,mujets,up_correlated,1,0.0,2.5,20.0,30.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.048087935571 
0,mujets,up_correlated,1,0.0,2.5,600.0,1000.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.100977091279 
0,mujets,up_correlated,1,0.0,2.5,30.0,50.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0160788790397 
0,mujets,up_correlated,0,0.0,2.5,100.0,140.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0348179278259 
0,mujets,up_correlated,0,0.0,2.5,70.0,100.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0205967216273 
0,mujets,up_correlated,0,0.0,2.5,200.0,300.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0645320865386 
0,mujets,up_correlated,0,0.0,2.5,300.0,600.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0254090112025 
0,mujets,up_correlated,0,0.0,2.5,140.0,200.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.053798198744 
0,mujets,up_correlated,0,0.0,2.5,50.0,70.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0103526824519 
0,mujets,up_correlated,0,0.0,2.5,20.0,30.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0192351738044 
0,mujets,up_correlated,0,0.0,2.5,600.0,1000.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0403908395709 
0,mujets,up_correlated,0,0.0,2.5,30.0,50.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00643155157445 
0,mujets,up_uncorrelated,1,0.0,2.5,100.0,140.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0658524678941 
0,mujets,up_uncorrelated,1,0.0,2.5,70.0,100.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0184392465637 
0,mujets,up_uncorrelated,1,0.0,2.5,200.0,300.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0533296737052 
0,mujets,up_uncorrelated,1,0.0,2.5,300.0,600.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.049208339046 
0,mujets,up_uncorrelated,1,0.0,2.5,140.0,200.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0797856927163 
0,mujets,up_uncorrelated,1,0.0,2.5,50.0,70.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0125247412443 
0,mujets,up_uncorrelated,1,0.0,2.5,20.0,30.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0288007565084 
0,mujets,up_uncorrelated,1,0.0,2.5,600.0,1000.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.178846886578 
0,mujets,up_uncorrelated,1,0.0,2.5,30.0,50.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00770105589541 
0,mujets,up_uncorrelated,0,0.0,2.5,100.0,140.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0263409879403 
0,mujets,up_uncorrelated,0,0.0,2.5,70.0,100.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00737569862519 
0,mujets,up_uncorrelated,0,0.0,2.5,200.0,300.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0213318691106 
0,mujets,up_uncorrelated,0,0.0,2.5,300.0,600.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0196833354851 
0,mujets,up_uncorrelated,0,0.0,2.5,140.0,200.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.031914277831 
0,mujets,up_uncorrelated,0,0.0,2.5,50.0,70.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00500989668391 
0,mujets,up_uncorrelated,0,0.0,2.5,20.0,30.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0115203025862 
0,mujets,up_uncorrelated,0,0.0,2.5,600.0,1000.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.071538754615 
0,mujets,up_uncorrelated,0,0.0,2.5,30.0,50.0,0.0,1.0,1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00308042244469 
1,comb,down_correlated,1,0.0,2.5,100.0,140.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0105916267718 
1,comb,down_correlated,1,0.0,2.5,70.0,100.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0226921972222 
1,comb,down_correlated,1,0.0,2.5,200.0,300.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.226551282152 
1,comb,down_correlated,1,0.0,2.5,300.0,600.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.146637781864 
1,comb,down_correlated,1,0.0,2.5,140.0,200.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0114674722944 
1,comb,down_correlated,1,0.0,2.5,50.0,70.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.032568208922 
1,comb,down_correlated,1,0.0,2.5,20.0,30.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0765702024827 
1,comb,down_correlated,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.113721804526 
1,comb,down_correlated,1,0.0,2.5,30.0,50.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.023515750883 
1,comb,down_correlated,0,0.0,2.5,100.0,140.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.00353054439629 
1,comb,down_correlated,0,0.0,2.5,70.0,100.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.00756406460474 
1,comb,down_correlated,0,0.0,2.5,200.0,300.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.075517094304 
1,comb,down_correlated,0,0.0,2.5,300.0,600.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0488792590426 
1,comb,down_correlated,0,0.0,2.5,140.0,200.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.00382249286724 
1,comb,down_correlated,0,0.0,2.5,50.0,70.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0108560702719 
1,comb,down_correlated,0,0.0,2.5,20.0,30.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0255234028376 
1,comb,down_correlated,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0379072726969 
1,comb,down_correlated,0,0.0,2.5,30.0,50.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.00783858374879 
1,comb,down_uncorrelated,1,0.0,2.5,100.0,140.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0349105049286 
1,comb,down_uncorrelated,1,0.0,2.5,70.0,100.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.03839696282 
1,comb,down_uncorrelated,1,0.0,2.5,200.0,300.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0982089538281 
1,comb,down_uncorrelated,1,0.0,2.5,300.0,600.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.112330364067 
1,comb,down_uncorrelated,1,0.0,2.5,140.0,200.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0379025431171 
1,comb,down_uncorrelated,1,0.0,2.5,50.0,70.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.033205149377 
1,comb,down_uncorrelated,1,0.0,2.5,20.0,30.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0609577373062 
1,comb,down_uncorrelated,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.207953689764 
1,comb,down_uncorrelated,1,0.0,2.5,30.0,50.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0205102078958 
1,comb,down_uncorrelated,0,0.0,2.5,100.0,140.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0116368349761 
1,comb,down_uncorrelated,0,0.0,2.5,70.0,100.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0127989879174 
1,comb,down_uncorrelated,0,0.0,2.5,200.0,300.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.032736317358 
1,comb,down_uncorrelated,0,0.0,2.5,300.0,600.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0374434547079 
1,comb,down_uncorrelated,0,0.0,2.5,140.0,200.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0126341807273 
1,comb,down_uncorrelated,0,0.0,2.5,50.0,70.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0110683825066 
1,comb,down_uncorrelated,0,0.0,2.5,20.0,30.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0203192452377 
1,comb,down_uncorrelated,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0693178941154 
1,comb,down_uncorrelated,0,0.0,2.5,30.0,50.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.00683673582641 
1,comb,up_correlated,1,0.0,2.5,100.0,140.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0105916267718 
1,comb,up_correlated,1,0.0,2.5,70.0,100.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0226921972222 
1,comb,up_correlated,1,0.0,2.5,200.0,300.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.226551282152 
1,comb,up_correlated,1,0.0,2.5,300.0,600.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.146637781864 
1,comb,up_correlated,1,0.0,2.5,140.0,200.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0114674722944 
1,comb,up_correlated,1,0.0,2.5,50.0,70.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.032568208922 
1,comb,up_correlated,1,0.0,2.5,20.0,30.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0765702024827 
1,comb,up_correlated,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.113721804526 
1,comb,up_correlated,1,0.0,2.5,30.0,50.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.023515750883 
1,comb,up_correlated,0,0.0,2.5,100.0,140.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.00353054439629 
1,comb,up_correlated,0,0.0,2.5,70.0,100.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.00756406460474 
1,comb,up_correlated,0,0.0,2.5,200.0,300.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.075517094304 
1,comb,up_correlated,0,0.0,2.5,300.0,600.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0488792590426 
1,comb,up_correlated,0,0.0,2.5,140.0,200.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.00382249286724 
1,comb,up_correlated,0,0.0,2.5,50.0,70.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0108560702719 
1,comb,up_correlated,0,0.0,2.5,20.0,30.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0255234028376 
1,comb,up_correlated,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0379072726969 
1,comb,up_correlated,0,0.0,2.5,30.0,50.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.00783858374879 
1,comb,up_uncorrelated,1,0.0,2.5,100.0,140.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0349105049286 
1,comb,up_uncorrelated,1,0.0,2.5,70.0,100.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.03839696282 
1,comb,up_uncorrelated,1,0.0,2.5,200.0,300.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0982089538281 
1,comb,up_uncorrelated,1,0.0,2.5,300.0,600.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.112330364067 
1,comb,up_uncorrelated,1,0.0,2.5,140.0,200.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0379025431171 
1,comb,up_uncorrelated,1,0.0,2.5,50.0,70.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.033205149377 
1,comb,up_uncorrelated,1,0.0,2.5,20.0,30.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0609577373062 
1,comb,up_uncorrelated,1,0.0,2.5,600.0,1000.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.207953689764 
1,comb,up_uncorrelated,1,0.0,2.5,30.0,50.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0205102078958 
1,comb,up_uncorrelated,0,0.0,2.5,100.0,140.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0116368349761 
1,comb,up_uncorrelated,0,0.0,2.5,70.0,100.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0127989879174 
1,comb,up_uncorrelated,0,0.0,2.5,200.0,300.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.032736317358 
1,comb,up_uncorrelated,0,0.0,2.5,300.0,600.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0374434547079 
1,comb,up_uncorrelated,0,0.0,2.5,140.0,200.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0126341807273 
1,comb,up_uncorrelated,0,0.0,2.5,50.0,70.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0110683825066 
1,comb,up_uncorrelated,0,0.0,2.5,20.0,30.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0203192452377 
1,comb,up_uncorrelated,0,0.0,2.5,600.0,1000.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.0693178941154 
1,comb,up_uncorrelated,0,0.0,2.5,30.0,50.0,0.0,1.0,0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))+0.00683673582641 
1,mujets,down_correlated,1,0.0,2.5,100.0,140.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.13565330774 
1,mujets,down_correlated,1,0.0,2.5,70.0,100.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0939822396665 
1,mujets,down_correlated,1,0.0,2.5,200.0,300.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.273832081568 
1,mujets,down_correlated,1,0.0,2.5,300.0,600.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.149929757145 
1,mujets,down_correlated,1,0.0,2.5,140.0,200.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.119726978235 
1,mujets,down_correlated,1,0.0,2.5,50.0,70.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.066274129989 
1,mujets,down_correlated,1,0.0,2.5,20.0,30.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0793628828958 
1,mujets,down_correlated,1,0.0,2.5,600.0,1000.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.1161849361 
1,mujets,down_correlated,1,0.0,2.5,30.0,50.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0296461440906 
1,mujets,down_correlated,0,0.0,2.5,100.0,140.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0452177720842 
1,mujets,down_correlated,0,0.0,2.5,70.0,100.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0313274145425 
1,mujets,down_correlated,0,0.0,2.5,200.0,300.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0912773593036 
1,mujets,down_correlated,0,0.0,2.5,300.0,600.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0499765901936 
1,mujets,down_correlated,0,0.0,2.5,140.0,200.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0399089936284 
1,mujets,down_correlated,0,0.0,2.5,50.0,70.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0220913778709 
1,mujets,down_correlated,0,0.0,2.5,20.0,30.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0264542925373 
1,mujets,down_correlated,0,0.0,2.5,600.0,1000.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0387283120593 
1,mujets,down_correlated,0,0.0,2.5,30.0,50.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.00988204746849 
1,mujets,down_uncorrelated,1,0.0,2.5,100.0,140.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.074588058961 
1,mujets,down_uncorrelated,1,0.0,2.5,70.0,100.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0339632013817 
1,mujets,down_uncorrelated,1,0.0,2.5,200.0,300.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.147833518425 
1,mujets,down_uncorrelated,1,0.0,2.5,300.0,600.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.137438042703 
1,mujets,down_uncorrelated,1,0.0,2.5,140.0,200.0,0.0,1.0,1.14598+-0.00768627*log(x+19)*log(x+18)*(3-0.392337*log(x+18))-0.0847789826138 
